train_loss,val_loss,train_dice,val_dice,train_jaccard,val_jaccard
1.673496366140261,1.6542858551530275,0.027273623,0.021998418,0.013886706,0.011183324
1.6270145154117943,1.6116706132888794,0.0395122542977333,0.0630455017089843,0.0202867165207862,0.0333766639232635
1.5869799650723662,1.5717387795448303,0.2510609328746795,0.3532590866088867,0.1534185111522674,0.2320039570331573
1.5459219086822586,1.5308003320413477,0.5034446120262146,0.4303200542926788,0.3613345026969909,0.3172869384288788
1.5004246140000832,1.4829977785839754,0.4808368682861328,0.4656347632408142,0.3523111045360565,0.3352620601654053
1.450553605805582,1.4330297287772684,0.651013970375061,0.5863591432571411,0.5012404918670654,0.4401973485946655
1.4015636592362055,1.3851119910969454,0.7004541754722595,0.6160938143730164,0.5563585162162781,0.470604658126831
1.3538897387423918,1.3389804047696732,0.7137473225593567,0.6642678380012512,0.5719576478004456,0.5152534246444702
1.3087258932009265,1.296389961943907,0.7269405722618103,0.6403937339782715,0.5866528749465942,0.4949053525924682
1.2659388507776592,1.2558608090176302,0.7434411644935608,0.6722486615180969,0.6067233681678772,0.5312036871910095
1.226635860566476,1.2186544923221363,0.7406500577926636,0.7006364464759827,0.6054338812828064,0.5628780722618103
1.1900120356782753,1.183800967300639,0.7363886833190918,0.71783047914505,0.6020747423171997,0.5765525698661804
1.1543152450922116,1.1538787098491894,0.7522760033607483,0.6411453485488892,0.6164908409118652,0.5042072534561157
1.1227342050466964,1.1218100610901327,0.7429161071777344,0.6986724138259888,0.608222246170044,0.5521464347839355
1.089669076364432,1.0916308690519894,0.756489098072052,0.6659480929374695,0.6220830678939819,0.5223393440246582
1.0561459257234982,1.0594489539370815,0.7629413604736328,0.7731847763061523,0.63041090965271,0.6439509391784668
1.0221827602505091,1.029746553477119,0.7641961574554443,0.7118873596191406,0.6308519244194031,0.571744441986084
0.9883102887305454,0.9999086944495932,0.7782840132713318,0.7197391390800476,0.648395299911499,0.5767173767089844
0.9565835482445524,0.975337489562876,0.7560859322547913,0.5898069739341736,0.6239346265792847,0.4516149163246155
0.9208174098783464,0.9393257218248704,0.7679314017295837,0.7159333229064941,0.6387686133384705,0.5793449282646179
0.8813899547899541,0.9032090288751266,0.7722539901733398,0.7468777894973755,0.643784761428833,0.6175670623779297
0.8379323672299361,0.8668267218505635,0.7925594449043274,0.6802449822425842,0.6678846478462219,0.5473880767822266
0.7890859474590168,0.8232739409979652,0.794315755367279,0.7196497917175293,0.6730784177780151,0.5863859057426453
0.7354491894221424,0.7720602838432088,0.8038638234138489,0.7900645732879639,0.6844054460525513,0.670575737953186
0.6719979345798492,0.7101454024805742,0.8155616521835327,0.7760483622550964,0.7007959485054016,0.654619574546814
0.6073449546128363,0.6546019122881048,0.8241516351699829,0.8243684768676758,0.7116183042526245,0.7126479148864746
0.5395504166534291,0.585979666780023,0.8367353677749634,0.8061919808387756,0.7282096743583679,0.6914160251617432
0.4777517391378014,0.5303007955936825,0.8405409455299377,0.8168900609016418,0.73441082239151,0.7044697999954224
0.4169203778404501,0.4741466444204835,0.8522002100944519,0.8017560243606567,0.7504940629005432,0.684074878692627
0.369643099272429,0.421680879943511,0.8533231019973755,0.853909432888031,0.7524968385696411,0.7527419924736023
0.3198668332538794,0.3660090903148931,0.8669319748878479,0.8535046577453613,0.7712509632110596,0.7530941367149353
0.2817040572860347,0.3327208713573568,0.8706473112106323,0.8410207629203796,0.7774714231491089,0.7365927696228027
0.2492272040588938,0.2969116121530533,0.8781667947769165,0.8472074866294861,0.788184642791748,0.7464885115623474
0.2233740507221933,0.2690940093906486,0.8824710249900818,0.8524515628814697,0.7942929863929749,0.754263699054718
0.21351999140794,0.2516041886718834,0.8750787973403931,0.8584755063056946,0.7835450172424316,0.7605220675468445
0.1975004617032127,0.232021173571839,0.8778871893882751,0.864986002445221,0.7874455451965332,0.768686056137085
0.1773684895527896,0.2137138142305261,0.8874777555465698,0.8647066950798035,0.8018770217895508,0.7696959376335144
0.1645612560249679,0.2083076468723661,0.891493022441864,0.8556345701217651,0.8082535862922668,0.7575688362121582
0.1589406271330752,0.1998248922035974,0.8896039724349976,0.8652835488319397,0.8056798577308655,0.7692360877990723
0.1495149037731227,0.1800426722449415,0.893969714641571,0.8746128082275391,0.8115204572677612,0.7831548452377319
0.1457279349922837,0.1884403704282115,0.8928613066673279,0.8621439933776855,0.8103646636009216,0.7657644152641296
0.147127998538723,0.17341814036755,0.8883680701255798,0.8709176778793335,0.8039861917495728,0.7788426876068115
0.1456321031411192,0.1800068864489303,0.8865780234336853,0.85774827003479,0.8012740015983582,0.75990891456604
0.1443294391814452,0.1671471543171826,0.8852812647819519,0.8717777729034424,0.798902690410614,0.778391420841217
0.1336118905290738,0.1642285280806177,0.8937634229660034,0.8683372139930725,0.8117164373397827,0.7750136256217957
0.1345393847099584,0.1569269240340765,0.8895443677902222,0.8702771067619324,0.8049507737159729,0.7759418487548828
0.1233399379349763,0.1518758857513175,0.8967598080635071,0.8707471489906311,0.8167067170143127,0.778124988079071
0.1219961419516238,0.1428645795539898,0.8958945274353027,0.8761852979660034,0.8151183724403381,0.7858590483665466
0.122248661440255,0.1593869344933944,0.8938398957252502,0.8571798205375671,0.8116555213928223,0.7596071362495422
0.11228548783568,0.1370473756071399,0.902014434337616,0.8787577152252197,0.8246270418167114,0.7898570895195007
0.11485932239178401,0.1405433888601906,0.8987066149711609,0.8733052015304565,0.8193303942680359,0.7816587686538696
